%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
1 500001 52883 21864459 9.46019373391857 10.65021169895848 416.83132208559715 626.0242137905095 1029 3091 4104 52792 91 112 91 923 827 699 547 402 268 169 102 57 32 18 11 7 4 3 2969 2906 2837 2750 2679 2612 2547 2489 2433 2370 2296 2216 2114 1972 1798 45627 6612 441 2980 45627 440 6612 4223 52793 659 418 87 5285 3940 952 393 11.580456852791878 58.187732235765274 6.945378151260504 19.601197228054954 1.638676844783715 5.061203027089996 192229.60380710659 149767.70809875475 204092.79726890757 154588.7477735944 247887.68193384225 150309.6553904317 4375.406345177665 39639.509415327244 4843.060924369748 22263.061752428326 108.5 294.62889490728116 2544 35180 2687 189 91 293 25 0
2 1000010 50816 19959356 9.846874876924895 11.04581473846904 395.8933494654581 613.275728677024 1035 3132 4179 50784 32 112 32 914 816 693 543 391 260 166 102 57 32 18 11 7 4 3 2996 2930 2848 2759 2693 2634 2581 2531 2486 2437 2367 2287 2176 2035 1869 43803 6429 440 2954 43803 473 6429 4227 50785 697 490 98 5384 3959 1004 421 11.064157615559484 50.393653701805846 6.403386454183267 19.024831749783484 1.3871733966745843 2.8330422280709575 694478.3531194746 150181.04853373172 706790.31374502 150398.0423227806 751516.8171021377 143369.3612789264 3957.7666077292247 35970.03141374124 4262.937250996016 20523.493090782824 80.6470588235294 147.34842660690143 2723 33757 2698 207 95 468 37 0
3 1500002 48422 16760549 10.329759322384051 11.342273341315524 349.5739879450226 588.858418796161 1014 3063 4048 48361 61 127 61 904 802 676 529 399 270 170 102 57 32 18 11 7 4 3 2944 2878 2799 2695 2617 2560 2496 2446 2394 2336 2258 2186 2088 1954 1781 40815 6929 490 2838 40814 480 6929 4142 48361 564 380 116 5252 3763 1032 457 10.846399149614669 54.06172838232509 6.714147286821706 20.723329736044764 1.4835886214442013 3.7460409443987124 1193172.3614137657 152541.88929005843 1208359.8294573643 150468.45173716082 1244871.9256017506 141426.7175490474 3205.0013290802763 29618.409794154206 4547.242248062015 23218.17285193571 83.1203007518797 126.55466291988975 2704 31612 2596 199 86 287 31 0
4 2000010 48731 16421234 10.265258360534581 11.139496325912752 339.823710785531 578.9168835239966 1027 3230 4296 48635 96 158 93 917 819 695 542 397 269 170 103 57 32 18 11 7 4 3 3095 3035 2948 2848 2779 2718 2656 2606 2550 2493 2416 2343 2222 2066 1885 41652 6443 385 3085 41649 545 6440 4437 48636 768 462 160 5514 4032 1079 403 10.330357142857142 46.67750193088675 5.97126969416126 19.118357272546756 1.5781637717121588 4.730189195613927 1691889.5677083333 148748.336800489 1693801.21686747 148527.47640800252 1741304.7344913152 147113.06456738283 2931.032001984619 25971.775209854794 4257.982391102873 24013.496018424237 89.04347826086956 163.8031250254889 2782 31791 2821 196 84 353 37 0
5 2500003 48456 17526247 10.320831441192256 11.37239549381036 365.0405098619124 598.2987274560506 1043 3060 4125 48350 106 119 60 937 825 692 549 401 266 169 101 57 32 18 11 7 4 3 2932 2864 2795 2709 2635 2564 2510 2456 2408 2354 2285 2197 2090 1948 1770 41471 6388 418 2906 41425 464 6387 4166 48351 706 312 135 5258 3883 947 428 10.680144218387845 47.80038058675883 6.745512143611404 21.49317811272748 1.394859813084112 3.04330120806184 2189843.3476693276 151104.22407224643 2209617.723336853 154492.7691576364 2233566.761682243 142525.00954726717 3334.976558475013 26202.76280487325 4821.467793030623 25853.04117948387 103.46043165467626 224.56403806986683 2616 31613 2597 221 98 436 31 0
6 3000007 47558 18835855 10.51877484906494 11.506798871194006 401.1340985561566 610.7308598422698 1068 3296 4357 47355 203 88 29 953 843 700 543 399 263 167 101 57 31 18 11 7 4 3 3177 3108 3038 2947 2866 2794 2741 2686 2633 2571 2495 2397 2284 2118 1934 39476 7496 469 3065 39302 566 7495 4468 47356 786 394 82 5638 4039 1139 460 9.773706362961128 44.5323114608989 6.581211589113257 22.916211850649432 1.2739130434782608 1.7575922265368065 2691417.381777668 149563.88314325613 2714071.537313433 153271.59761416758 2723030.834782609 152352.27889181845 3385.1213472015847 29791.214352067407 4526.215978928885 27255.27174752816 104.1304347826087 221.46427722537223 2948 29675 2785 241 110 476 29 0
7 3500002 51207 19974001 9.769029384182558 10.865730627212546 393.68648126613715 610.459053101621 1093 3227 4333 51144 63 100 63 981 870 720 568 407 270 170 103 57 32 18 11 7 4 3 3098 3025 2945 2850 2767 2682 2617 2568 2519 2450 2371 2285 2191 2054 1883 43044 7518 482 3012 43043 541 7517 4462 51144 709 404 241 5607 4056 1071 480 10.612426035502958 49.43734454340118 7.019607843137255 23.237920167407758 1.34375 2.9825883613622137 3198588.3508382645 153391.35365771197 3207047.714285714 152734.07906828632 3248921.279166667 153635.89918708778 3706.613316892725 28870.60299819538 4602.838468720822 24741.64236534512 108.31343283582089 349.3332882343976 2858 33035 2752 300 126 537 38 0
8 4000013 52270 19381313 9.569383576062618 10.562455223874002 374.37584748218114 600.4695224966981 1058 3255 4407 52146 124 79 124 948 849 704 553 407 266 167 102 58 32 18 11 7 4 3 3129 3061 2976 2881 2803 2735 2675 2619 2560 2501 2429 2335 2226 2085 1909 44528 7083 456 3119 44528 531 7083 4519 52147 820 411 204 5629 4140 1049 440 10.755555555555556 54.43729273742137 6.752144899904671 22.828410376218763 1.4977272727272728 5.995831885568507 3693687.236956522 149558.6881168415 3707431.0896091517 151147.7505832286 3741730.890909091 141565.83440847648 3548.545652173913 27172.266895318742 4458.068636796949 23420.368738015095 117.3688524590164 331.64646394795216 2860 35260 2914 302 128 336 37 0
9 4500005 50272 18517031 9.950745288463452 10.978819531173448 371.44103664774434 599.9465817460663 1085 3172 4246 50211 61 66 61 973 860 723 577 417 269 169 101 57 32 18 11 7 4 3 3051 2990 2915 2828 2746 2685 2624 2572 2523 2450 2385 2295 2194 2055 1888 42798 6893 454 3028 42798 443 6892 4325 50212 718 454 278 5448 4003 1025 420 10.691481388958282 49.43308889086369 6.724878048780488 22.157837351545865 1.3833333333333333 3.2208398786356214 4191848.515113665 149464.37910842185 4195685.2790243905 147293.12947424958 4229231.688095238 143764.41293844493 3448.97601798651 28923.03941594327 4582.662439024391 24932.14458025486 125.85585585585585 383.0556965594777 2654 33220 2783 267 106 513 26 0
10 5000003 46591 17761336 10.737207154974339 11.867208534761843 384.28617481609695 602.5150321582305 1040 3387 4450 46591 0 74 0 937 831 700 549 399 261 166 103 57 31 17 10 6 3 2 3263 3201 3132 3028 2943 2868 2803 2760 2700 2634 2550 2454 2354 2199 2003 39242 6835 440 3105 39242 566 6833 4522 46591 791 436 80 5679 4091 1157 431 9.592275727206061 40.25335007943987 5.907519446845289 19.31953928277097 1.1925754060324827 0.8603134377288844 4694708.365680763 149640.81037372316 4711732.6888504755 154753.42389510342 4768349.004640372 145122.90305860675 3230.7712050843315 23739.516667277418 3918.8833189282627 21762.485094837517 97.88785046728972 207.6852624147873 2975 29313 2848 175 88 608 35 0
