%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
21 10500006 47496 38966210 10.534815126935637 12.95251722707384 827.7739728937418 672.447721792237 3220 1321 4471 47434 62 121 62 3086 3018 2946 2858 2776 2718 2652 2599 2540 2487 2411 2322 2200 2033 1856 1115 992 834 656 468 310 197 116 66 36 20 12 8 5 4 39342 7331 640 1451 39340 814 7331 3950 47433 940 507 480 5722 4249 974 499 9.259119792892445 39.451099706637756 7.526694045174538 33.87572407676102 1.6492985971943888 6.635968063838808 1.0197780710284773E7 150925.73162770245 1.0203504032854209E7 148566.9608983915 1.0250934308617234E7 140114.5303254829 7841.954802259887 52551.689434802924 5753.273100616017 44000.39870464075 259.3814432989691 1787.5029493162892 3072 29990 2700 162 87 466 34 0
22 11000004 46170 36812161 10.83817760149121 13.096738835833735 802.7492040647215 677.5152873772994 3204 1272 4410 46138 32 108 32 3065 3001 2915 2831 2746 2686 2622 2565 2507 2439 2363 2259 2154 1990 1818 1080 955 806 635 467 311 192 115 66 36 20 12 8 5 4 39010 6500 520 1428 39010 795 6500 3895 46139 894 481 392 5555 4202 964 389 9.283674440742503 37.4647954695022 6.742738589211618 22.838146003191035 1.6966580976863752 5.330708437174123 1.0694204279390767E7 151521.15289947618 1.0711079691908713E7 153652.80852721445 1.0737742856041132E7 144016.0772722864 7653.576630176107 46978.254128444234 4797.421161825726 28766.930262511774 158.5549132947977 710.5874432122109 2905 29036 2678 178 97 671 37 0
23 11500005 45512 35521222 262.5957437453282 53659.80045097753 788.2143522833178 677.3893753530614 3317 1339 4600 45451 61 132 61 3182 3116 3040 2947 2868 2807 2736 2679 2620 2549 2456 2356 2245 2083 1893 1114 982 834 658 483 326 209 122 68 36 20 12 8 5 4 38523 6178 618 1510 38522 834 6178 4093 45451 907 548 451 5860 4301 1040 519 8.956754243199256 36.82102285088189 5.940384615384615 19.54422991772567 1.5626204238921002 5.218353559584897 1.1195572348756103E7 228471.22626132058 1.1220284821153846E7 152603.67141298755 1.1247112581888247E7 142022.29438343295 7319.620465116279 46277.87751252412 3866.9653846153847 23608.618297179593 129.57575757575756 577.3877913639685 3236 28096 2696 233 100 477 33 0
24 12000017 44704 34276335 11.190220431912275 13.361660911753795 772.9376493934064 679.554818629168 3355 1289 4580 44673 31 121 31 3220 3156 3086 2985 2903 2831 2767 2710 2639 2569 2492 2408 2280 2124 1936 1066 939 784 620 452 307 194 120 67 36 20 12 8 5 4 37539 6338 675 1521 37539 909 6337 4150 44674 950 596 421 5930 4373 1077 480 8.58426709352847 32.11002551933036 5.884865366759517 20.161142839488125 1.7229166666666667 7.497638517115461 1.1705361013491882E7 154918.9663023788 1.1712006661095636E7 153385.3785422239 1.1746719283333333E7 146980.65910094403 6895.654241939173 41044.549866924026 3793.159702878366 24099.660262537534 182.0 1008.5603503003773 3320 27069 2770 234 97 552 36 0
25 12500022 45601 35961974 284.05905330378107 58294.6456783657 795.3987127596046 680.142421344635 3328 1312 4529 45507 94 121 94 3210 3143 3069 2980 2891 2820 2759 2708 2649 2585 2504 2406 2286 2117 1902 1106 972 825 640 466 313 199 122 67 36 20 12 8 5 4 38529 6328 529 1446 38526 870 6328 4027 45505 848 523 430 5701 4237 1020 444 9.09346235544017 42.41308429177135 6.203921568627451 21.528776911244115 1.6756756756756757 6.7222904719440075 1.2194912043898985E7 152206.63042311833 1.2202885819607843E7 149553.31279189503 1.2264072673423423E7 136714.18792474017 7536.839235127479 56853.32213454981 3927.920588235294 24903.78741474918 144.81553398058253 718.0835098959354 3165 28446 2694 253 108 571 34 0
26 13000007 44149 32901639 11.33357510369682 13.35026784839978 753.7544844333463 679.1453895857961 3282 1207 4395 44055 94 129 94 3169 3094 3015 2920 2841 2778 2724 2662 2605 2533 2456 2360 2237 2077 1904 1026 913 774 610 445 303 191 114 64 35 20 12 8 5 4 36461 6796 669 1453 36461 809 6796 4023 44056 841 497 420 5664 4118 980 566 8.854055366682855 30.225833651242425 6.9346938775510205 28.29262181169486 1.5759717314487633 6.160973719562913 1.269483533389995E7 151098.45745046635 1.2709401648979591E7 149756.1064286406 1.2741709545936396E7 134988.9159626395 6839.603205439534 36018.91476027916 4715.583673469388 35207.07718425606 574.0248756218906 6592.288410149169 3046 26735 2582 268 103 648 36 0
27 13500043 43449 32581408 11.519776093616825 13.681969399741252 757.8234869981858 680.7118244473968 3292 1300 4534 43356 93 97 93 3153 3082 3004 2912 2823 2762 2707 2648 2587 2514 2444 2355 2254 2104 1909 1109 982 826 655 485 326 205 119 67 36 20 12 8 5 4 36717 5903 639 1411 36717 862 5903 4031 43357 848 532 605 5830 4329 1040 461 8.481635481635482 29.522898309643054 5.6759615384615385 22.056418043804776 1.7982646420824295 7.047406870677163 1.3200397124509124E7 153392.24952034117 1.3213397536538461E7 149464.5047825898 1.3257320286334056E7 136086.84331471732 6684.022869022869 36936.45298348129 3394.74302213667 26290.315092137796 646.4324324324324 6967.540329890359 3239 26560 2802 264 106 563 37 0
28 14000029 43088 33421850 11.612122619600557 13.662271543379411 782.648791682278 676.6549209865794 3262 1276 4430 43058 30 107 30 3148 3084 3002 2907 2827 2773 2711 2660 2595 2529 2455 2359 2243 2096 1911 1092 974 816 642 479 319 200 121 69 37 21 13 9 6 5 35858 6458 635 1423 35858 819 6458 3968 43059 827 502 418 5698 4224 1004 470 8.489109848484848 29.896776328702813 6.432270916334661 24.40921467307327 1.6425531914893616 8.187042174953547 1.368981175970644E7 147032.81927523337 1.371672608366534E7 149963.44044355387 1.3754966663829787E7 144308.19687441416 6880.980113636364 37659.99997776218 4307.3197211155375 29659.17503310607 186.3505747126437 1237.3171988519002 3090 26317 2676 263 119 551 32 0
29 14500006 44743 34882367 11.184467756727134 13.492132711751088 786.1784989858012 678.0921355440425 3222 1272 4440 44679 64 148 64 3101 3049 2964 2880 2788 2726 2663 2615 2549 2487 2417 2334 2220 2069 1893 1077 959 802 641 468 309 198 120 68 36 20 12 8 5 4 37137 6860 534 1387 37135 813 6860 3920 44678 845 622 481 5691 4228 996 467 8.783585619678336 31.096205282488597 6.887550200803213 24.66020076982408 1.5974304068522485 6.00445944199627 1.4196028738883633E7 150717.90145265145 1.4205188383534137E7 148138.4675492709 1.423863394646681E7 136897.36382249361 7146.497752543175 39370.45001720367 4658.292168674699 29461.53534014128 166.67464114832535 819.0025471564809 3083 26807 2704 258 110 603 36 0
30 15000009 44901 35688730 11.142300064621075 13.511357761357099 802.3278854368059 678.4534493315964 3241 1258 4465 44839 62 142 62 3121 3064 2986 2896 2824 2749 2681 2621 2553 2479 2401 2300 2188 2034 1844 1074 952 807 642 477 313 195 120 67 37 21 13 9 6 5 37548 6596 553 1414 37548 787 6596 3954 44840 899 569 497 5800 4330 973 497 8.671593533487298 30.42743611217148 6.779033915724563 23.724372228061625 1.523138832997988 4.988719669781212 1.4697413446882216E7 150979.65497150528 1.4711859206577595E7 152581.5566414717 1.4751551907444669E7 139759.8307165025 7234.539030023095 39460.45682095821 4456.686536485097 27256.269315498266 141.86979166666666 570.7700801329727 3214 27421 2769 262 110 593 41 0
