%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
1 2000035 49320 37780666 40.55558033903804 45.325987798663235 776.9145794776887 698.8797245750998 2698 1599 4197 49009 311 154 311 2634 2598 2557 2524 2491 2463 2429 2402 2367 2318 2274 2219 2147 2036 1884 1149 1005 860 690 528 364 231 130 69 37 21 13 9 6 5 40070 6679 2106 1899 40068 964 6679 4054 49008 1032 505 287 5342 3108 1173 1061 12.892535392535393 76.5718637735188 5.693947144075021 21.59299561213176 2.4231856738925543 26.225998856528232 792723.2648005148 601113.7541165494 849911.9778346121 598801.0998662371 943627.8039585297 580233.5182623473 11420.612487930479 101005.4769384411 1747.6547314578006 13230.672901910173 305.57283950617284 1366.883839565088 3220 20365 983 9637 773 32 10 0
2 4000019 48838 34790452 40.95229027172021 46.2496025786356 721.8518372512812 700.1212475947956 2499 1556 3982 48526 312 185 312 2444 2420 2391 2363 2330 2308 2280 2248 2213 2168 2124 2086 1995 1903 1772 1135 1001 859 692 525 360 238 133 69 37 21 13 9 6 5 39111 7178 2052 1709 39108 945 7177 3755 48525 950 481 308 5075 2895 1187 993 13.509844559585492 79.9395302551205 6.047177759056445 23.694915724075056 2.566968781470292 27.434899599088833 2798047.9184801383 622542.5461227768 2836632.850042123 597458.852990294 2972424.6263846927 595375.7799420314 11165.56427090532 98792.5204701562 1882.8035413153457 14930.843235935728 307.71984924623115 1407.6957783990877 3064 19805 943 9568 737 40 8 0
3 6000039 48985 35891291 40.835272979705174 46.49206170107831 741.8593042723384 694.518525085563 2517 1682 4130 48747 238 174 238 2462 2424 2384 2353 2326 2310 2271 2247 2218 2177 2125 2057 1982 1880 1758 1241 1088 923 736 563 387 241 132 69 37 21 13 9 6 5 39315 7200 2058 1900 39313 935 7200 3980 48746 1115 559 242 5293 3078 1156 1059 12.7729044834308 71.55005699697455 6.228373702422146 25.340279354921627 2.332389046270066 25.67921525898485 4777148.235217674 617891.1494315934 4829111.303633218 597023.7650937551 4973867.429650614 579373.8143012027 10735.755606109848 89683.75447453503 2267.316017316017 20861.17448082635 299.03125 1374.8972470697584 3087 17200 923 11078 792 16 6 0
4 8000106 45191 31450031 44.26720818024877 49.66904590051557 705.9634567901235 698.8038715613208 2542 1679 4132 44948 243 171 243 2496 2462 2429 2394 2368 2345 2312 2282 2245 2191 2149 2084 2009 1906 1780 1186 1033 887 717 551 390 236 131 69 37 21 13 9 6 5 35792 6895 2090 2046 35789 968 6894 4100 44946 1143 632 381 5448 3234 1194 1020 11.067408781694496 57.06040317408922 5.774706867671692 24.439512725186567 2.454901960784314 25.77881026780579 6770460.914965986 620384.9765543315 6853083.185929649 594255.8846429744 6972875.117647059 577378.1552348767 8879.11135168574 71578.18716554192 2088.6616415410385 20136.13055996542 326.3580729166667 1413.5508489630527 3260 14582 1041 10962 767 4 3 0
5 10000025 43284 30277956 46.205669662454085 53.53952591713831 709.5985469885165 703.8885643443601 2611 1679 4154 43066 218 172 218 2562 2524 2488 2457 2423 2399 2369 2334 2293 2247 2204 2142 2064 1957 1827 1164 1012 865 702 541 374 230 131 70 38 22 14 10 7 6 34451 6314 2129 1879 34449 950 6313 3981 43065 1186 481 450 5332 3081 1185 1066 11.18175916910094 64.19364519241687 5.3282700421940925 20.47536339919548 2.3630393996247654 25.442076360449768 8837650.381694255 621105.0452233765 8836822.357805908 607948.1469550579 8962558.846153846 586031.7873908273 9064.103571428572 76925.15840830948 1782.48776371308 15563.967783567676 306.8840937114673 1387.0234245575198 3231 15291 974 9702 689 14 9 0
6 12000049 50069 39618891 39.95112061044305 45.03183791088496 802.5684479196208 694.5024291341599 2583 1825 4290 49726 343 189 343 2528 2496 2459 2423 2392 2368 2334 2307 2277 2245 2203 2144 2077 1994 1858 1214 1039 874 700 531 372 229 129 68 36 20 12 8 5 4 40738 6720 2079 2071 40735 931 6720 4162 49725 1307 532 364 5556 3350 1174 1032 12.160597014925374 76.48524587017351 5.724020442930153 25.767800780622444 2.5300387596899223 27.444764824626752 1.0802768001492538E7 610853.1449494163 1.087130826064736E7 610805.3680388716 1.1009858000968993E7 574912.3454546296 10983.686772170797 105669.20260848384 2206.1942078364564 26396.07802623243 306.8272841051314 1429.686526202162 3346 19847 1076 10297 766 17 9 0
7 14000033 51996 40726064 38.46800407762882 42.75082673484865 793.0581064766133 691.0146469352748 2717 1917 4548 51715 281 205 281 2657 2631 2599 2565 2525 2503 2468 2438 2395 2338 2280 2228 2149 2036 1890 1292 1108 926 731 542 367 232 133 69 37 21 13 9 6 5 43316 6140 2054 2189 43314 1009 6139 4423 51714 1378 633 310 5795 3463 1232 1100 12.508229858504187 74.69186291939839 4.983766233766234 19.241691578579957 2.309090909090909 25.612567937706604 1.2812562769563962E7 606807.059151034 1.2824849957792208E7 599287.8689173727 1.296854383909091E7 570483.9894542217 11135.631426920854 99928.15259737789 1566.766043866775 13080.81532935724 298.73939393939395 1356.983245022844 3500 20190 1099 11557 750 946 6 0
8 16000059 52172 42161488 38.345041124254685 41.65263525190649 817.6335957801653 693.0097712526305 2700 1873 4480 51953 219 165 219 2637 2598 2558 2512 2474 2442 2402 2371 2330 2278 2225 2157 2081 1964 1820 1267 1087 907 726 550 361 227 131 69 37 21 13 9 6 5 42858 6720 2210 2077 42856 971 6720 4341 51952 1277 524 261 5657 3360 1187 1110 12.755357142857143 76.70478542531005 5.661331086773378 23.726751135813466 2.336936936936937 24.836347238355003 1.4827270533035714E7 610978.8524657855 1.485798655770851E7 602984.3022972542 1.5016555716216216E7 594115.9931841335 11724.844894313785 105899.63381282058 2129.653748946925 21867.626382872306 292.2298716452742 1334.9361091088094 3467 18981 1006 12361 758 1211 12 0
9 18000084 52506 40030714 38.0973370414111 41.61935821155844 771.5545447536813 696.857100279428 2657 1750 4330 52230 276 179 276 2601 2571 2538 2504 2466 2439 2399 2361 2326 2270 2221 2163 2081 1969 1817 1202 1044 899 717 533 361 226 129 69 37 21 13 9 6 5 43204 6643 2204 1921 43202 990 6643 4177 52229 1165 572 214 5558 3191 1228 1139 13.539329363835789 90.20684472629986 5.409609120521172 21.669658609090447 2.334503950834065 25.08867504377525 1.6783781811031025E7 609994.852064715 1.686247843811075E7 605531.9414420722 1.696924153116769E7 581903.5325752242 11880.249843260188 121472.32394002206 1525.4071661237786 13467.430844768869 289.36484983314796 1340.8676005242673 3439 19150 1017 11725 726 839 11 0
10 20000010 45580 33563756 43.882194185408665 47.34093266561219 744.3998979795515 698.0520434382462 2524 1750 4142 45393 187 178 187 2483 2452 2417 2388 2353 2328 2295 2273 2239 2201 2153 2101 2026 1929 1777 1229 1063 897 697 523 358 227 129 69 37 21 13 9 6 5 36196 6947 2072 1904 36194 917 6947 3896 45392 1139 509 323 5250 3102 1124 1024 11.668600902643457 58.82402808223414 6.180604982206406 27.002141736591735 2.3798828125 25.664965024084875 1.8815797506769825E7 610268.4861033529 1.8793830506227758E7 583038.6633632298 1.8963854708984375E7 560519.2513905328 9853.93389229281 77549.02512766495 2456.1326803205698 28693.535369688696 296.38214285714287 1365.1203701505592 3147 13527 935 11802 748 394 9 0
