,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,vnf cpu usage
39,1075,9,0,4820103455,6251697611,0.0039493616189813854,0.007097722189224286,9.558112601519031e-08,0.009369,0.0054859999999999996,1.907e-05,4.096,0.2312,9.168,85983796,63.96
40,1079,7,0,30788623,6251697611,0.005440947182429847,0.0009191838819477695,5.814957778897541e-06,0.009369,0.0054859999999999996,1.907e-05,6.433999999999998,0.2804,12.232000000000001,67524898,0.11444000000000001
41,1083,9,0,1271376,6251697611,0.012364693013763013,0.0007887338533257641,3.687258495861534e-05,0.009369,0.0054859999999999996,1.907e-05,4.474,0.2202,0.11426,90285005,63.85999999999999
42,1087,7,0,38735205,6251697611,0.011139977559393518,0.0021190404780968425,1.893224449140116e-05,0.009369,0.0054859999999999996,1.907e-05,3.492,0.15984,0.2858,79541391,37.74
43,1091,7,0,63616951,6251697611,0.00957462855449398,0.007663998020903122,3.525355291887233e-05,0.009369,0.0054859999999999996,1.907e-05,5.09,0.2888,10.01,67524409,0.09156
44,1095,7,0,277452033,6251697611,0.010720205375590128,0.009871643411501345,6.451562602644641e-06,0.009369,0.0054859999999999996,1.907e-05,2.7039999999999997,0.2838,11.572,79540970,18.506
45,1100,9,0,294887447,6251697611,0.005076143688051639,0.008931292996648386,3.4028826194332614e-05,0.009369,0.0054859999999999996,1.907e-05,7.374,0.28800000000000003,15.136,81024706,0.4882
46,1103,9,0,38666328,6251697611,0.005249844371002456,0.0027673421333384283,1.4886352917030224e-05,0.009369,0.0054859999999999996,1.907e-05,3.272,0.225,10.084,79540807,0.0824
47,1107,9,0,6639236,6251697611,0.001780451632442617,0.005797789736177021,3.41230438590867e-05,0.009369,0.0054859999999999996,1.907e-05,3.62,0.2888,14.55,81025276,0.16174000000000002
48,1112,9,0,3938932309,6251697611,0.01139149161903908,0.010389481227204088,2.2453060416966765e-05,0.009369,0.0054859999999999996,1.907e-05,6.396,0.2952,16.064,78111735,0.049600000000000005
49,1115,7,0,227438671,6251697611,0.00402362805175452,0.0061664830653476105,3.6891729645508085e-05,0.009369,0.0054859999999999996,1.907e-05,3.906,0.17300000000000001,0.3998,78111702,0.3192
50,1119,9,0,6639220,6251697611,0.005387822621233764,0.0008644005526982755,9.369420695853597e-06,0.009369,0.0054859999999999996,1.907e-05,7.434,0.2282,3.042,75538622,20.5
51,1124,7,0,207599565,6251697611,0.003261770615215528,0.00885953761342075,2.8877939445581072e-05,0.009369,0.0054859999999999996,1.907e-05,3.802,0.2266,2.456,77005422,0.15125999999999998
52,1126,3,3,4802491044,6184995193,0.260926355084688,0.048454079551178926,7.633297145006113e-06,0.1875,0.03107,1.907e-05,26.86,1.2908,0.586,-1035190393,0.14514000000000002
53,1127,7,1,1273804,6183750753,0.01941355227074479,0.0153546669764343,5.200697818008279e-06,0.125,0.033389999999999996,1.907e-05,0.0389,3.588,0.014306,-1036649958,20.78
54,1129,7,1,711158,6183750753,0.034077304392945346,0.05128177440655227,8.217900381550982e-06,0.125,0.033389999999999996,1.907e-05,0.03586,3.594,0.14286,-1036649967,0.10586
55,1132,3,1,3267649011,6238340468,0.1176793746808393,0.060362528732966235,3.046273864465749e-05,0.0625,0.03961,3.815e-05,25.68,2.07,0.8422000000000001,-1036649976,21.64
56,1136,7,2,4820217961,6251697807,0.009309568167838548,0.0007005733667354455,7.625234552245001e-06,0.006248,0.0046619999999999995,3.815e-05,6.226,0.18424000000000001,8.886000000000001,-1036649988,16.674
57,1164,6,1,4820182804,5633011295,0.012814066272708785,0.003128840691841793,2.059061259453749e-05,0.0125,0.0054399999999999995,1.907e-05,10.192,1.1108,2.03,-1038451887,47.9
58,1194,3,2,463289792,6218406404,0.06557817860921913,0.024137481201550785,6.434452494542802e-05,0.04065,0.02069,3.815e-05,24.3,0.4136,0.3284,-1040663693,0.15336
59,1223,6,0,318359907,6251687275,0.007297398376265341,0.06223130217283704,0.0005381378882926799,0.024990000000000002,0.033389999999999996,0.0003862,11.45,3.6020000000000003,9.118,-1042868275,48.04
60,1724,9,0,6568166,6221861800,0.012390708783924807,0.02085749731847216,0.00018091643498305125,0.0125,0.0159,0.00040439999999999996,0.16174000000000002,0.1913,0.028620000000000007,-1056282598,81.94
61,1814,5,0,3539541971,6246672407,0.11247402486108933,0.007249072849598909,3.725117923399791e-05,0.0625,0.03821,1.907e-05,46.34,7.178,5.572,-1059454338,0.32799999999999996
62,2018,6,1,1274204,6251698434,0.0032919571428554253,0.010850533723446056,1.3458415936009853e-05,0.006248,0.0054399999999999995,7.629e-06,18.896,0.8712,13.255999999999998,-1072279996,0.10414
63,2021,6,1,2599764148,6251698463,0.011450637284470455,0.0020733274407285047,1.4093262113104044e-05,0.006248,0.0023309999999999997,7.629e-06,13.255999999999998,0.6828,12.182,-1072280008,14.672
64,2023,3,1,6240379586,6251698498,0.006761281107693042,0.008362021221600999,1.261504417093404e-05,0.006248,0.0046619999999999995,7.629e-06,27.200000000000006,0.5692,11.524000000000001,362075327,46.38
65,2226,3,2,351626707,6218406404,0.009719236328777772,0.016321550575338056,8.276676823627292e-06,0.04065,0.02069,3.815e-05,26.700000000000006,0.415,0.4714,-1074985599,0.16842
66,2243,3,0,38698662,6250345153,0.11976728771502936,0.0013629202406313238,5.854150266983164e-05,0.06873,0.01193,0.00011540000000000001,22.88,1.1962000000000002,0.05722000000000001,-1078040992,40.18
67,2267,6,2,3936487777,6218406404,0.06501292888571691,0.03412452152047081,7.583379940799719e-06,0.04065,0.02069,3.815e-05,18.09,0.3414,11.78,-1079562538,15.796
68,2306,7,2,167674968,6218406404,0.04309449788911826,0.014188182142921838,5.16826256181234e-05,0.04065,0.02069,3.815e-05,7.702000000000001,0.2846,13.038,-1081317836,64.36
69,2362,9,1,766861942,5402488769,0.00035097935883526523,0.0014894136364737394,1.6228244749156744e-05,0.0006247000000000001,0.0038829999999999997,2.098e-05,0.09194,0.19798,0.12855999999999998,-1082810480,70.42
70,2382,9,2,257347049,6218406404,0.053501534509013925,0.038918814361448915,3.479124659703153e-05,0.04065,0.02069,3.815e-05,7.41,0.2796,11.56,-1084999324,1.6114
71,2564,5,3,4802124009,6184995193,0.20495249792842246,0.06003348398014303,2.779920993460732e-05,0.1875,0.03107,1.907e-05,35.160000000000004,1.1627999999999998,0.35700000000000004,-1089000425,40.52
72,2626,7,2,2853955965,6218406404,0.07018650142337944,0.04066135623015151,2.636338245260617e-05,0.04065,0.02069,3.815e-05,6.994,0.2952,12.402,-1090508327,2.694
73,2629,9,0,590678842,6221861800,0.024366692154780573,0.012747209626860392,0.00043323815512335385,0.0125,0.0159,0.00040439999999999996,0.0948,0.13046,0.07134,-1090508344,5.0360000000000005
74,2630,7,0,431781938,6221861800,0.002256978765075668,0.023751594543976042,7.735000419243498e-05,0.0125,0.0159,0.00040439999999999996,0.10262,0.11558,0.028620000000000007,-1090508355,0.2048
75,2634,3,1,2055325818,6238340468,0.07275888040015392,0.06781797675664561,5.081867491244358e-05,0.0625,0.03961,3.815e-05,20.200000000000006,3.82,0.5714,-1090508364,55.46
76,2635,3,1,1841541,6238340468,0.09152326136290652,0.007022322542160473,3.787160329583913e-05,0.0625,0.03961,3.815e-05,20.5,3.216,0.486,-1090508373,46.78
77,2694,3,2,655961568,6218406404,0.029811789710791937,0.01683682801737852,2.6437813888265608e-05,0.04065,0.02069,3.815e-05,29.160000000000004,0.3716,0.04292,-1093155494,26.52
78,2695,9,1,351638140,6130716573,0.005762660826654589,0.05126544743973895,6.290926885613289e-06,0.006248,0.0318,3.815e-06,3.632,0.0515,2.872,-1873109384,0.2262
79,2725,9,3,3231094147,6250804554,0.008307344597577473,0.006092317264065203,1.9528090146816024e-05,0.006248,0.003109,1.907e-05,0.07782,0.04826,0.12855999999999998,-1094630241,0.16746
80,2727,3,1,1429175461,6251699159,0.005500854608310954,0.011561386308096788,4.471155690230325e-05,0.0125,0.009323,3.815e-05,26.42,1.6358,18.482000000000006,311714820,51.08000000000001
81,2732,7,1,6565047,6251695179,0.0021807779098180773,0.0033698372875924296,4.61685991532765e-05,0.006248,0.002796,4.482e-05,7.630000000000001,0.3864,12.866,305046277,9.033999999999999
82,2739,1,1,124590076,6251699215,0.046878078678758796,0.0016950510710562884,5.743744437236255e-06,0.03125,0.002239,4.768e-06,12.084000000000001,0.35700000000000004,9.644,35822698,2.8360000000000003
83,2742,6,1,850567470,6251699414,0.04105044648577488,0.0058840590614845645,1.3039335948748366e-06,0.03125,0.01125,3.815e-06,19.238,0.4822,10.376,50094101,17.48
84,2824,5,1,1436501742,6251684909,0.1218301832879638,0.12687731132859634,0.003133636661721689,0.0625,0.1272,0.00193,46.0,1.41,8.422,-1099975425,50.4
85,2825,9,3,317472218,6250804554,0.009154889247223366,0.002305751505507585,1.9164906580981616e-05,0.006248,0.003109,1.907e-05,0.5188,0.042339999999999996,0.028620000000000007,-1099975435,0.2128
86,2919,7,2,294854993,6218406404,0.06711953963749427,0.01887464904950548,2.2679228062228588e-05,0.04065,0.02069,3.815e-05,5.75,0.325,11.425999999999998,-1101568470,44.88
87,3011,9,2,38759121,6218406404,0.02231751622030592,0.03905888695949108,2.1765270841031486e-05,0.04065,0.02069,3.815e-05,9.814,0.24600000000000002,7.630000000000001,-1102661422,23.38000000000001
88,3017,3,2,1469549070,6218406404,0.02925192572164556,0.028936025115566207,1.102211737854068e-05,0.04065,0.02069,3.815e-05,23.880000000000006,0.2656,0.6568,-1102661431,0.4386
89,3019,7,1,7195344,6238843128,0.03480905348876428,0.02247964404450189,0.0002987192631918288,0.03125,0.02795,0.0001926,5.322,5.078,4.474,-1103446006,0.13008
90,3166,7,2,38712966,6218406404,0.0569667183070321,0.034089879880529264,5.6664331965187366e-05,0.04065,0.02069,3.815e-05,6.934,0.2048,11.06,-1107965728,44.62
91,2,9,2,1093686,6251699701,0.01434938821975055,0.010045837751921352,9.116834689307772e-06,0.009369,0.0077670000000000005,1.144e-05,6.2860000000000005,0.3658,13.232000000000001,308557246,5.682
92,7,3,0,3935696501,6251699911,0.022568382389991856,0.011978492472283359,0.0004961130423839941,0.0125,0.01553,0.0003767,20.66,0.6362,12.524000000000001,-1109621755,44.24
93,13,1,0,294924809,6251699911,0.013339606232735023,0.02285158189092652,0.0006348462613240756,0.0125,0.01553,0.0003767,12.182,0.6874,13.232000000000001,-1109621769,21.98
94,17,1,0,1093649,6251699911,0.009965729125847008,0.027430347510775516,1.0633373229321768e-05,0.0125,0.01553,0.0003767,12.22,0.6858000000000001,12.89,-1109621783,29.160000000000004
95,22,6,0,4821144149,6251699911,0.0024697307461045343,0.020727736961503082,0.00036429460044048274,0.0125,0.01553,0.0003767,14.942,0.5768,8.898,-1109621797,0.09746
96,27,1,0,4820131087,6251699911,0.015956685579676496,0.02112743166847376,0.000399829097946394,0.0125,0.01553,0.0003767,13.476,0.447,9.448,-1109621811,8.972000000000003
97,30,1,0,257502256,6251699911,0.01644091161248666,0.01150135770783108,0.0007431997119626198,0.0125,0.01553,0.0003767,11.132,0.6318,11.634,-1109621825,20.24
98,34,8,0,3349157760,6251699911,0.005816722250579537,0.002622002066378627,7.242265651817674e-06,0.0125,0.01553,0.0003767,12.11,0.6828,10.302,-1109621839,0.14458
99,41,1,0,6640219,6251699911,0.008969266770452391,0.02578156198448479,3.0950188387620973e-05,0.0125,0.01553,0.0003767,11.682,0.5912,12.548,-1109621853,4.522
100,48,1,0,4820240231,6251699911,0.01773397870687703,0.0021041106396171385,0.00014013996191665506,0.0125,0.01553,0.0003767,12.084000000000001,0.5874,12.452,-1109621867,0.13904
101,52,8,0,4820110704,6251699911,0.006356998542350415,0.020408285304040884,0.00040810853552312033,0.0125,0.01553,0.0003767,13.696,0.5890000000000001,11.548,-1109621881,0.8926
102,56,1,0,38653294,6251699911,0.020181863381603486,0.018724536770888082,0.00022336782384473481,0.0125,0.01553,0.0003767,12.574000000000002,0.6478,12.866,-1109621895,46.1
103,60,1,0,225797509,6251699911,0.01025391979548418,0.02460219443430855,0.0004654520140557,0.0125,0.01553,0.0003767,11.744000000000002,0.6432,13.77,-1109621909,0.8543999999999999
104,62,8,0,294973444,6251699911,0.003608977383792125,0.007074229922385709,0.0004869695453591248,0.0125,0.01553,0.0003767,13.794,0.695,13.208,-1109621923,0.209
105,65,1,0,317497343,6251699911,0.016316958565635586,0.024579671275553317,4.168179204124266e-05,0.0125,0.01553,0.0003767,12.5,0.6652,11.34,-1109621937,18.774
106,69,6,0,1303405,6251699911,0.023262052161292218,0.02641419417050134,0.0005381503048316944,0.0125,0.01553,0.0003767,12.22,0.711,12.89,-1109621951,0.2072
107,71,1,0,336061847,6251699911,0.01715625801804611,0.022213439509318054,0.0003924309422829005,0.0125,0.01553,0.0003767,12.11,0.573,10.486,-1109621971,35.160000000000004
108,74,7,0,1270172,6251699911,0.02445041853429701,0.005255003361175128,0.0006167319184581431,0.0125,0.01553,0.0003767,9.082,0.3502,4.23,-1109621991,48.04
109,78,8,0,329150663,6251699911,0.019567324842330137,0.026278907975011527,0.0003055605038405783,0.0125,0.01553,0.0003767,12.072000000000001,0.5700000000000001,12.425999999999998,-1109622011,52.34
110,81,7,0,3242456446,6251699911,0.012999301012219786,0.01739322559500166,0.00011430486300913332,0.0125,0.01553,0.0003767,8.790000000000001,0.46,9.046,-1109622031,38.76
111,85,1,0,3383067123,6251699911,0.008260419761692731,0.012393491669101465,0.0005858302962457086,0.0125,0.01553,0.0003767,12.437999999999999,0.6714,12.842,-1109622051,0.12168
112,89,3,0,4303907427,6251699911,0.0010952918664077578,0.014667153144353509,0.0001934161838691679,0.0125,0.01553,0.0003767,22.5,0.6942,11.17,-1109622071,35.099999999999994
113,92,6,0,336053722,6251699911,0.0234511071842327,0.02947002025442664,0.0003209026217034626,0.0125,0.01553,0.0003767,11.524000000000001,0.5591999999999999,7.996,-1109622091,48.14
114,94,6,0,902658,6251699911,0.004283077120537851,0.017264542532631096,0.000699754109127683,0.0125,0.01553,0.0003767,10.51,0.4898,11.658,-1109622111,7.142
115,98,1,0,907398,6251699911,0.019179818414628264,0.023192105512065284,0.00022108046300302691,0.0125,0.01553,0.0003767,11.425999999999998,0.6066,10.498,-1109622131,17.26
116,101,6,0,38734917,6251699911,0.007898325501322015,0.010324860943179054,0.0004291134767242855,0.0125,0.01553,0.0003767,10.777999999999999,0.5599999999999999,8.642000000000001,-1109622151,0.4288
117,103,1,0,294862240,6251699911,0.004050904720673901,0.01474144072841397,0.00020686511582251974,0.0125,0.01553,0.0003767,12.194,0.6798000000000001,13.696,-1109622171,43.7
118,107,8,0,82731000,6251699911,0.010311674768760338,0.023330957001832128,0.0006913761862265517,0.0125,0.01553,0.0003767,12.11,0.6828,13.868,-1109622269,44.92
119,109,8,0,904766,6251699911,0.012876803300511414,0.0005529756139438062,0.0007158505970171845,0.0125,0.01553,0.0003767,11.755999999999998,0.653,13.134,-1109622306,25.2
120,112,8,0,115245415,6251699911,0.014177289631522769,0.02098374661512721,0.0007018370300291195,0.0125,0.01553,0.0003767,11.718,0.5578,10.51,-1109622326,0.2034
121,117,8,0,294894051,6251699911,0.014529542454019504,0.026341688514674846,0.0005304697095254178,0.0125,0.01553,0.0003767,11.925999999999998,0.4882,10.985999999999999,-1109622346,29.3
122,121,1,0,305376838,6251699911,0.02202792767448613,0.029723192066741056,8.247445416205815e-05,0.0125,0.01553,0.0003767,10.998,0.5700000000000001,11.438,-1109622366,1.648
123,123,1,0,549371720,6251699911,0.011442674716284044,0.0050965176677158315,0.00031332178375810483,0.0125,0.01553,0.0003767,11.132,0.5226,3.858000000000001,-1109622386,21.22
124,127,6,0,1979335092,6251699911,0.014173832079531754,0.006823884337238048,0.00033013309564255234,0.0125,0.01553,0.0003767,12.354000000000001,0.5828,12.792,-1109622406,23.34
125,134,8,0,905035,6251699911,0.0008869350674110738,0.02746593136537971,0.0005196646557726508,0.0125,0.01553,0.0003767,12.084000000000001,0.5554,5.542000000000001,-1109622426,13.038
126,136,8,0,38748492,6251699911,0.019458899385814996,0.021877100581984388,0.0006856366051255128,0.0125,0.01553,0.0003767,12.036,0.5326,12.866,-1109622446,7.91
127,140,1,0,1340529,6251699911,0.015510135453370991,0.009207147378509098,0.00017176904820518222,0.0125,0.01553,0.0003767,10.474,0.4532,9.24,-1109622466,1.2542
128,144,6,0,274858849,6251699911,0.014604293054022666,0.016897590400034718,0.000549205447213364,0.0125,0.01553,0.0003767,11.622,0.5332,9.656,-1109622486,0.7934
129,146,7,0,4867745523,6251699911,0.0092249188515343,0.01363457419790569,0.00059882404188084,0.0125,0.01553,0.0003767,0.7698,0.14265999999999998,11.01,-1109622506,48.68
130,149,1,0,4802130219,6251699911,0.011882834165736059,0.020286713905517388,0.00011208737684290676,0.0125,0.01553,0.0003767,11.988,0.541,5.902,-1109622526,32.86
131,153,1,0,2096751984,6251699911,0.0121520239144487,0.011702349652625251,0.0004933644367412466,0.0125,0.01553,0.0003767,12.158,0.602,7.776,-1109622546,80.28
132,157,6,0,318363218,6251699911,0.022663215593446,0.012543557453838974,0.00012517398291339178,0.0125,0.01553,0.0003767,10.95,0.47,11.804,-1109622566,42.48
133,158,1,0,4477557836,6251699911,0.014967580419990082,0.014838967215841197,2.458160469361648e-05,0.0125,0.01553,0.0003767,11.914000000000001,0.6416,11.512,-1109622587,13.5
134,163,3,0,3231085687,6251699911,0.0015276274690617542,0.015946860727069717,0.0001491934364206101,0.0125,0.01553,0.0003767,22.58,0.634,8.373999999999999,-1109622607,0.18424000000000001
135,169,1,0,3584281262,6251699911,0.0025019035396321,0.010662975653979771,0.000629533416023339,0.0125,0.01553,0.0003767,10.73,0.547,12.866,-1109622627,0.5538000000000001
136,171,6,0,711463,6251699911,0.019009721473469843,0.0023586745506610435,3.999815403040517e-05,0.0125,0.01553,0.0003767,17.041999999999998,0.5706,11.607999999999999,-1109622647,13.672
137,177,7,0,1841837,6251699911,0.015165861808979747,0.02020639643498231,0.0006941781048978914,0.0125,0.01553,0.0003767,8.3,0.5134,12.622,-1109622667,0.12818000000000002
138,182,8,0,216969439,6251699911,0.010001384638250538,0.0017163280593302985,0.00044132019595949015,0.0125,0.01553,0.0003767,19.14,0.5516,6.5299999999999985,-1109622687,12.646
139,185,1,0,400424036,6251699911,0.010651356063692564,0.019053271627027538,0.0001370728053600725,0.0125,0.01553,0.0003767,11.718,0.4486000000000001,11.658,-1109622707,4.29
140,187,8,0,1099042,6251699911,0.022215595008582858,0.002943303934088684,0.0004517140950578624,0.0125,0.01553,0.0003767,11.706,0.5676,11.646,-1109622727,3.4360000000000004
141,191,8,0,322055064,6251699911,0.023397736840260048,0.013272795202208292,0.0005933259956411104,0.0125,0.01553,0.0003767,11.878,0.5874,10.4,-1109622747,48.38
142,195,6,0,4820247043,6251699911,0.010582535264486269,0.0291106713979714,1.3948252834199826e-05,0.0125,0.01553,0.0003767,15.6,0.47,13.282,-1109622767,24.26
143,196,1,0,766053,6251699911,0.01722664101220511,0.022703623607241652,2.276780005861664e-05,0.0125,0.01553,0.0003767,11.364,0.5752,13.404000000000002,-1109622787,12.622
144,203,6,0,567924,6251699911,0.01207052744902705,0.015591159040423574,0.0005110757853382348,0.0125,0.01553,0.0003767,12.524000000000001,0.5890000000000001,11.132,-1109622827,11.512
145,205,8,0,766863,6251699911,0.008068965331603404,0.006081681670636729,0.0006943553369858734,0.0125,0.01553,0.0003767,12.11,0.5768,10.498,-1109622847,30.020000000000003
146,209,8,0,978710,6251699911,0.0012745477508495418,0.013810864481095036,0.0005528102422675945,0.0125,0.01553,0.0003767,12.012,0.579,8.948,-1109622867,25.2
147,212,6,0,1268652,6251699911,0.02180514810658983,0.006032592568299621,0.0006150508990175468,0.0125,0.01553,0.0003767,12.244000000000002,0.5196000000000001,5.9879999999999995,-1109622887,23.48
148,215,8,0,38678359,6251699911,0.019863794417922926,0.022378348426548,0.0006410710005410157,0.0125,0.01553,0.0003767,12.488,0.6256,12.866,-1109622907,4.6080000000000005
149,218,8,0,38708463,6251699911,0.007278702019204642,0.01856566604199964,0.0002525195373868535,0.0125,0.01553,0.0003767,11.56,0.579,11.304,-1109622927,77.84
150,222,9,0,317490165,6251699911,0.017051704748558532,0.030652194073502875,0.00048615837019687596,0.0125,0.01553,0.0003767,4.62,0.4052,8.558,-1109622947,92.08
151,225,8,0,4802484241,6251699911,0.008147258546303283,0.02686386616983113,0.00017922742735464756,0.0125,0.01553,0.0003767,19.238,0.6706,10.352,-1109622967,3.2099999999999995
